Россия, Украина
30 60
10 54 Meadow
10 55 Meadow
10 56 Meadow
10 57 Meadow
10 58 Meadow
10 59 Meadow
11 0 Tundra
11 1 Tundra
11 2 Tundra
11 3 Tundra
11 4 Tundra
11 5 Tundra
11 6 Tundra
11 7 Tundra
11 8 Tundra
11 9 Tundra
11 10 Tundra
11 11 Tundra
11 12 Tundra
11 13 Desert
11 14 Ocean
11 15 Ocean
11 16 Ocean
11 17 Ocean
11 18 Ocean
11 19 Ocean
11 20 Ocean
11 21 Ocean
11 22 Ocean
11 23 Ocean
11 24 Ocean
11 25 Ocean
11 26 Ocean
11 27 Ocean
11 28 Ocean
11 29 Ocean
11 30 Forest
11 31 Forest
11 32 Forest
11 33 Forest
11 34 Forest
11 35 Forest
11 36 Forest
11 37 Forest
11 38 Forest
11 39 Forest
11 40 Forest
11 41 Forest
11 42 Forest
11 43 Forest
11 44 Forest
11 45 Forest
11 46 Forest
11 47 Forest
11 48 Meadow
11 49 Meadow
11 50 Meadow
11 51 Meadow
11 52 Meadow
11 53 Meadow
11 54 Meadow
11 55 Meadow
11 56 Meadow
11 57 Meadow
11 58 Meadow
11 59 Meadow
12 0 Tundra
12 1 Tundra
12 2 Tundra
12 3 Tundra
12 4 Tundra
12 5 Tundra
12 6 Tundra
12 7 Tundra
12 8 Tundra
12 9 Tundra
12 10 Tundra
12 11 Tundra
12 12 Tundra
12 13 Ocean
12 14 Ocean
12 15 Ocean
12 16 Ocean
12 17 Ocean
12 18 Ocean
12 19 Ocean
12 20 Ocean
12 21 Ocean
12 22 Ocean
12 23 Ocean
12 24 Ocean
12 25 Ocean
12 26 Ocean
12 27 Ocean
12 28 Ocean
12 29 Forest
12 30 Forest
12 31 Forest
12 32 Forest
12 33 Forest
12 34 Forest
12 35 Forest
12 36 Forest
12 37 Forest
12 38 Forest
12 39 Forest
12 40 Forest
12 41 Forest
12 42 Forest
12 43 Forest
12 44 Forest
12 45 Forest
12 46 Forest
12 47 Forest
12 48 Forest
12 49 Meadow
12 50 Meadow
12 51 Meadow
12 52 Meadow
12 53 Meadow
12 54 Meadow
12 55 Meadow
12 56 Meadow
12 57 Meadow
12 58 Meadow
12 59 Meadow
13 0 Tundra
13 1 Tundra
13 2 Tundra
13 3 Tundra
13 4 Tundra
13 5 Tundra
13 6 Tundra
13 7 Tundra
13 8 Tundra
13 9 Tundra
13 10 Ocean
13 11 Tundra
13 12 Ocean
13 13 Ocean
13 14 Ocean
13 15 Ocean
13 16 Ocean
13 17 Ocean
13 18 Ocean
13 19 Ocean
13 20 Ocean
13 21 Ocean
13 22 Ocean
13 23 Ocean
13 24 Ocean
13 25 Ocean
13 26 Ocean
13 27 Ocean
13 28 Ocean
13 29 Forest
13 30 Forest
13 31 Forest
13 32 Forest
13 33 Forest
13 34 Forest
13 35 Forest
13 36 Forest
13 37 Forest
13 38 Forest
13 39 Forest
13 40 Forest
13 41 Forest
13 42 Forest
13 43 Forest
13 44 Forest
13 45 Forest
13 46 Forest
13 47 Forest
13 48 Forest
13 49 Meadow
13 50 Meadow
13 51 Meadow
13 52 Meadow
13 53 Meadow
13 54 Meadow
13 55 Meadow
13 56 Meadow
13 57 Meadow
13 58 Meadow
13 59 Meadow
14 0 Tundra
14 1 Tundra
14 2 Tundra
14 3 Tundra
14 4 Tundra
14 5 Tundra
14 6 Tundra
14 7 Tundra
14 8 Ocean
14 9 Tundra
14 10 Ocean
14 11 Ocean
14 12 Ocean
14 13 Ocean
14 14 Ocean
14 15 Ocean
14 16 Ocean
14 17 Ocean
14 18 Ocean
14 19 Ocean
14 20 Ocean
14 21 Ocean
14 22 Ocean
14 23 Ocean
14 24 Ocean
14 25 Ocean
14 26 Ocean
14 27 Ocean
14 28 Ocean
14 29 Ocean
14 30 Forest
14 31 Forest
14 32 Forest
14 33 Forest
14 34 Forest
14 35 Forest
14 36 Forest
14 37 Forest
14 38 Forest
14 39 Forest
14 40 Forest
14 41 Forest
14 42 Forest
14 43 Forest
14 44 Forest
14 45 Forest
14 46 Forest
14 47 Forest
14 48 Forest
14 49 Meadow
14 50 Meadow
14 51 Meadow
14 52 Meadow
14 53 Meadow
14 54 Meadow
14 55 Meadow
14 56 Meadow
14 57 Meadow
14 58 Meadow
14 59 Meadow
15 0 Tundra
15 1 Tundra
15 2 Tundra
15 3 Tundra
15 4 Tundra
15 5 Tundra
15 6 Tundra
15 7 Tundra
15 8 Ocean
15 9 Ocean
15 10 Ocean
15 11 Ocean
15 12 Ocean
15 13 Ocean
15 14 Ocean
15 15 Ocean
15 16 Ocean
15 17 Ocean
15 18 Ocean
15 19 Ocean
15 20 Ocean
15 21 Ocean
15 22 Ocean
15 23 Ocean
15 24 Ocean
15 25 Ocean
15 26 Ocean
15 27 Ocean
15 28 Ocean
15 29 Ocean
15 30 Forest
15 31 Forest
15 32 Forest
15 33 Forest
15 34 Forest
15 35 Forest
15 36 Forest
15 37 Forest
15 38 Forest
15 39 Forest
15 40 Forest
15 41 Forest
15 42 Forest
15 43 Forest
15 44 Forest
15 45 Forest
15 46 Forest
15 47 Forest
15 48 Forest
15 49 Forest
15 50 Meadow
15 51 Meadow
15 52 Meadow
15 53 Meadow
15 54 Meadow
15 55 Meadow
15 56 Meadow
15 57 Meadow
15 58 Meadow
15 59 Meadow
16 0 Tundra
16 1 Tundra
16 2 Tundra
16 3 Tundra
16 4 Tundra
16 5 Tundra
16 6 Tundra
16 7 Tundra
16 8 Ocean
16 9 Ocean
16 10 Ocean
16 11 Ocean
16 12 Ocean
16 13 Ocean
16 14 Ocean
16 15 Ocean
16 16 Ocean
16 17 Ocean
16 18 Ocean
16 19 Ocean
16 20 Ocean
16 21 Ocean
16 22 Ocean
16 23 Ocean
16 24 Ocean
16 25 Ocean
16 26 Ocean
16 27 Ocean
16 28 Ocean
16 29 Forest
16 30 Forest
16 31 Forest
16 32 Forest
16 33 Forest
16 34 Forest
16 35 Forest
16 36 Forest
16 37 Forest
16 38 Forest
16 39 Forest
16 40 Forest
16 41 Forest
16 42 Forest
16 43 Forest
16 44 Forest
16 45 Forest
16 46 Forest
16 47 Forest
16 48 Forest
16 49 Forest
16 50 Meadow
16 51 Meadow
16 52 Meadow
16 53 Meadow
16 54 Meadow
16 55 Meadow
16 56 Meadow
16 57 Meadow
16 58 Meadow
16 59 Meadow
17 0 Tundra
17 1 Tundra
17 2 Tundra
17 3 Tundra
17 4 Tundra
17 5 Tundra
17 6 Tundra
17 7 Tundra
17 8 Ocean
17 9 Ocean
17 10 Ocean
17 11 Ocean
17 12 Ocean
17 13 Ocean
17 14 Ocean
17 15 Ocean
17 16 Ocean
17 17 Ocean
17 18 Ocean
17 19 Ocean
17 20 Ocean
17 21 Ocean
17 22 Ocean
17 23 Ocean
17 24 Ocean
17 25 Ocean
17 26 Ocean
17 27 Ocean
17 28 Ocean
17 29 Forest
17 30 Forest
17 31 Forest
17 32 Forest
17 33 Forest
17 34 Forest
17 35 Forest
17 36 Forest
17 37 Forest
17 38 Forest
17 39 Forest
17 40 Forest
17 41 Forest
17 42 Forest
17 43 Forest
17 44 Forest
17 45 Forest
17 46 Forest
17 47 Forest
17 48 Forest
17 49 Forest
17 50 Forest
17 51 Meadow
17 52 Meadow
17 53 Meadow
17 54 Meadow
17 55 Meadow
17 56 Meadow
17 57 Meadow
17 58 Meadow
17 59 Meadow
18 0 Tundra
18 1 Tundra
18 2 Tundra
18 3 Tundra
18 4 Tundra
18 5 Tundra
18 6 Tundra
18 7 Ocean
18 8 Ocean
18 9 Ocean
18 10 Ocean
18 11 Ocean
18 12 Ocean
18 13 Ocean
18 14 Ocean
18 15 Ocean
18 16 Ocean
18 17 Ocean
18 18 Ocean
18 19 Ocean
18 20 Ocean
18 21 Ocean
18 22 Ocean
18 23 Ocean
18 24 Ocean
18 25 Ocean
18 26 Ocean
18 27 Ocean
18 28 Ocean
18 29 Forest
18 30 Forest
18 31 Forest
18 32 Forest
18 33 Forest
18 34 Forest
18 35 Forest
18 36 Forest
18 37 Forest
18 38 Forest
18 39 Forest
18 40 Forest
18 41 Forest
18 42 Forest
18 43 Forest
18 44 Forest
18 45 Forest
18 46 Forest
18 47 Forest
18 48 Forest
18 49 Forest
18 50 Forest
18 51 Meadow
18 52 Meadow
18 53 Meadow
18 54 Meadow
18 55 Meadow
18 56 Meadow
18 57 Meadow
18 58 Meadow
18 59 Meadow
19 0 Tundra
19 1 Tundra
19 2 Tundra
19 3 Tundra
19 4 Tundra
19 5 Tundra
19 6 Ocean
19 7 Ocean
19 8 Ocean
19 9 Ocean
19 10 Ocean
19 11 Ocean
19 12 Ocean
19 13 Ocean
19 14 Ocean
19 15 Ocean
19 16 Ocean
19 17 Ocean
19 18 Ocean
19 19 Ocean
19 20 Ocean
19 21 Ocean
19 22 Ocean
19 23 Ocean
19 24 Ocean
19 25 Ocean
19 26 Ocean
19 27 Ocean
19 28 Ocean
19 29 Forest
19 30 Forest
19 31 Forest
19 32 Forest
19 33 Forest
19 34 Forest
19 35 Forest
19 36 Forest
19 37 Forest
19 38 Forest
19 39 Forest
19 40 Forest
19 41 Forest
19 42 Forest
19 43 Forest
19 44 Forest
19 45 Forest
19 46 Forest
19 47 Forest
19 48 Forest
19 49 Forest
19 50 Forest
19 51 Forest
19 52 Meadow
19 53 Meadow
19 54 Meadow
19 55 Meadow
19 56 Meadow
19 57 Meadow
19 58 Meadow
19 59 Meadow
20 0 Tundra
20 1 Tundra
20 2 Tundra
20 3 Tundra
20 4 Tundra
20 5 Ocean
20 6 Ocean
20 7 Ocean
20 8 Ocean
20 9 Ocean
20 10 Ocean
20 11 Ocean
20 12 Ocean
20 13 Ocean
20 14 Ocean
20 15 Ocean
20 16 Ocean
20 17 Ocean
20 18 Ocean
20 19 Ocean
20 20 Ocean
20 21 Ocean
20 22 Ocean
20 23 Ocean
20 24 Ocean
20 25 Ocean
20 26 Ocean
20 27 Ocean
20 28 Ocean
20 29 Ocean
20 30 Forest
20 31 Forest
20 32 Forest
20 33 Forest
20 34 Forest
20 35 Forest
20 36 Forest
20 37 Forest
20 38 Forest
20 39 Forest
20 40 Forest
20 41 Forest
20 42 Forest
20 43 Forest
20 44 Forest
20 45 Forest
20 46 Forest
20 47 Forest
20 48 Forest
20 49 Forest
20 50 Forest
20 51 Forest
20 52 Forest
20 53 Forest
20 54 Forest
20 55 Meadow
20 56 Meadow
20 57 Meadow
20 58 Meadow
20 59 Meadow
21 0 Tundra
21 1 Tundra
21 2 Tundra
21 3 Tundra
21 4 Tundra
21 5 Ocean
21 6 Ocean
21 7 Ocean
21 8 Ocean
21 9 Ocean
21 10 Ocean
21 11 Ocean
21 12 Ocean
21 13 Ocean
21 14 Ocean
21 15 Ocean
21 16 Ocean
21 17 Ocean
21 18 Ocean
21 19 Ocean
21 20 Ocean
21 21 Ocean
21 22 Ocean
21 23 Ocean
21 24 Ocean
21 25 Ocean
21 26 Ocean
21 27 Ocean
21 28 Ocean
21 29 Forest
21 30 Forest
21 31 Forest
21 32 Forest
21 33 Forest
21 34 Forest
21 35 Forest
21 36 Forest
21 37 Forest
21 38 Forest
21 39 Forest
21 40 Forest
21 41 Forest
21 42 Forest
21 43 Forest
21 44 Forest
21 45 Forest
21 46 Forest
21 47 Forest
21 48 Forest
21 49 Forest
21 50 Forest
21 51 Forest
21 52 Forest
21 53 Forest
21 54 Forest
21 55 Meadow
21 56 Meadow
21 57 Meadow
21 58 Meadow
21 59 Meadow
22 0 Tundra
22 1 Tundra
22 2 Tundra
22 3 Tundra
22 4 Tundra
22 5 Ocean
22 6 Ocean
22 7 Ocean
22 8 Ocean
22 9 Ocean
22 10 Ocean
22 11 Ocean
22 12 Ocean
22 13 Ocean
22 14 Ocean
22 15 Ocean
22 16 Ocean
22 17 Ocean
22 18 Ocean
22 19 Ocean
22 20 Ocean
22 21 Ocean
22 22 Ocean
22 23 Ocean
22 24 Ocean
22 25 Ocean
22 26 Ocean
22 27 Ocean
22 28 Ocean
22 29 Ocean
22 30 Forest
22 31 Forest
22 32 Forest
22 33 Forest
22 34 Forest
22 35 Forest
22 36 Forest
22 37 Forest
22 38 Forest
22 39 Forest
22 40 Forest
22 41 Forest
22 42 Forest
22 43 Forest
22 44 Forest
22 45 Forest
22 46 Forest
22 47 Forest
22 48 Forest
22 49 Forest
22 50 Forest
22 51 Forest
22 52 Forest
22 53 Forest
22 54 Forest
22 55 Meadow
22 56 Meadow
22 57 Meadow
22 58 Meadow
22 59 Meadow
23 0 Tundra
23 1 Tundra
23 2 Tundra
23 3 Tundra
23 4 Ocean
23 5 Ocean
23 6 Ocean
23 7 Ocean
23 8 Ocean
23 9 Ocean
23 10 Ocean
23 11 Ocean
23 12 Ocean
23 13 Ocean
23 14 Ocean
23 15 Ocean
23 16 Ocean
23 17 Ocean
23 18 Ocean
23 19 Ocean
23 20 Ocean
23 21 Ocean
23 22 Ocean
23 23 Ocean
23 24 Ocean
23 25 Ocean
23 26 Ocean
23 27 Ocean
23 28 Ocean
23 29 Ocean
23 30 Forest
23 31 Forest
23 32 Forest
23 33 Forest
23 34 Forest
23 35 Forest
23 36 Forest
23 37 Forest
23 38 Forest
23 39 Forest
23 40 Forest
23 41 Forest
23 42 Forest
23 43 Forest
23 44 Forest
23 45 Forest
23 46 Forest
23 47 Forest
23 48 Forest
23 49 Forest
23 50 Forest
23 51 Forest
23 52 Forest
23 53 Forest
23 54 Forest
23 55 Forest
23 56 Forest
23 57 Meadow
23 58 Meadow
23 59 Meadow
24 0 Tundra
24 1 Tundra
24 2 Tundra
24 3 Ocean
24 4 Ocean
24 5 Ocean
24 6 Ocean
24 7 Ocean
24 8 Ocean
24 9 Ocean
24 10 Ocean
24 11 Ocean
24 12 Ocean
24 13 Ocean
24 14 Ocean
24 15 Ocean
24 16 Ocean
24 17 Ocean
24 18 Ocean
24 19 Ocean
24 20 Ocean
24 21 Ocean
24 22 Ocean
24 23 Ocean
24 24 Ocean
24 25 Ocean
24 26 Ocean
24 27 Ocean
24 28 Ocean
24 29 Ocean
24 30 Forest
24 31 Forest
24 32 Forest
24 33 Forest
24 34 Forest
24 35 Forest
24 36 Forest
24 37 Forest
24 38 Forest
24 39 Forest
24 40 Forest
24 41 Forest
24 42 Forest
24 43 Forest
24 44 Forest
24 45 Forest
24 46 Forest
24 47 Forest
24 48 Forest
24 49 Forest
24 50 Forest
24 51 Forest
24 52 Forest
24 53 Forest
24 54 Forest
24 55 Forest
24 56 Forest
24 57 Forest
24 58 Forest
24 59 Meadow
25 0 Tundra
25 1 Tundra
25 2 Tundra
25 3 Ocean
25 4 Ocean
25 5 Ocean
25 6 Ocean
25 7 Ocean
25 8 Ocean
25 9 Ocean
25 10 Ocean
25 11 Ocean
25 12 Ocean
25 13 Ocean
25 14 Ocean
25 15 Ocean
25 16 Ocean
25 17 Ocean
25 18 Ocean
25 19 Ocean
25 20 Ocean
25 21 Ocean
25 22 Ocean
25 23 Ocean
25 24 Ocean
25 25 Ocean
25 26 Ocean
25 27 Ocean
25 28 Ocean
25 29 Ocean
25 30 Forest
25 31 Forest
25 32 Forest
25 33 Forest
25 34 Forest
25 35 Forest
25 36 Forest
25 37 Forest
25 38 Forest
25 39 Forest
25 40 Forest
25 41 Forest
25 42 Forest
25 43 Forest
25 44 Forest
25 45 Forest
25 46 Forest
25 47 Forest
25 48 Forest
25 49 Forest
25 50 Forest
25 51 Forest
25 52 Forest
25 53 Forest
25 54 Forest
25 55 Forest
25 56 Forest
25 57 Forest
25 58 Forest
25 59 Forest
26 0 Tundra
26 1 Tundra
26 2 Tundra
26 3 Tundra
26 4 Ocean
26 5 Ocean
26 6 Ocean
26 7 Ocean
26 8 Ocean
26 9 Ocean
26 10 Ocean
26 11 Ocean
26 12 Ocean
26 13 Ocean
26 14 Ocean
26 15 Ocean
26 16 Ocean
26 17 Ocean
26 18 Ocean
26 19 Ocean
26 20 Ocean
26 21 Ocean
26 22 Ocean
26 23 Ocean
26 24 Ocean
26 25 Ocean
26 26 Ocean
26 27 Ocean
26 28 Ocean
26 29 Ocean
26 30 Forest
26 31 Forest
26 32 Forest
26 33 Forest
26 34 Forest
26 35 Forest
26 36 Forest
26 37 Forest
26 38 Forest
26 39 Forest
26 40 Forest
26 41 Forest
26 42 Forest
26 43 Forest
26 44 Forest
26 45 Forest
26 46 Forest
26 47 Forest
26 48 Forest
26 49 Forest
26 50 Forest
26 51 Forest
26 52 Forest
26 53 Forest
26 54 Forest
26 55 Forest
26 56 Forest
26 57 Forest
26 58 Forest
26 59 Forest
27 0 Tundra
27 1 Tundra
27 2 Tundra
27 3 Ocean
27 4 Ocean
27 5 Ocean
27 6 Ocean
27 7 Ocean
27 8 Ocean
27 9 Ocean
27 10 Ocean
27 11 Ocean
