Россия Япония Украина Австралия Бразилия Греция Дания Египет Канада
50 50
8 48 Forest
8 49 Forest
9 0 Ocean
9 1 Ocean
9 2 Ocean
9 3 Ocean
9 4 Ocean
9 5 Ocean
9 6 Ocean
9 7 Ocean
9 8 Ocean
9 9 Ocean
9 10 Ocean
9 11 Ocean
9 12 Ocean
9 13 Ocean
9 14 Ocean
9 15 Ocean
9 16 Ocean
9 17 Ocean
9 18 Ocean
9 19 Ocean
9 20 Forest
9 21 Forest
9 22 Forest
9 23 Forest
9 24 Forest
9 25 Forest
9 26 Forest
9 27 Forest
9 28 Forest
9 29 Forest
9 30 Forest
9 31 Forest
9 32 Forest
9 33 Forest
9 34 Forest
9 35 Forest
9 36 Forest
9 37 Forest
9 38 Forest
9 39 Forest
9 40 Forest
9 41 Forest
9 42 Forest
9 43 Forest
9 44 Forest
9 45 Forest
9 46 Forest
9 47 Forest
9 48 Forest
9 49 Forest
10 0 Ocean
10 1 Ocean
10 2 Ocean
10 3 Ocean
10 4 Ocean
10 5 Ocean
10 6 Ocean
10 7 Ocean
10 8 Ocean
10 9 Ocean
10 10 Ocean
10 11 Ocean
10 12 Ocean
10 13 Ocean
10 14 Ocean
10 15 Ocean
10 16 Ocean
10 17 Ocean
10 18 Ocean
10 19 Ocean
10 20 Forest
10 21 Forest
10 22 Forest
10 23 Forest
10 24 Forest
10 25 Forest
10 26 Forest
10 27 Forest
10 28 Forest
10 29 Forest
10 30 Forest
10 31 Forest
10 32 Forest
10 33 Forest
10 34 Forest
10 35 Forest
10 36 Forest
10 37 Forest
10 38 Forest
10 39 Forest
10 40 Forest
10 41 Forest
10 42 Forest
10 43 Forest
10 44 Forest
10 45 Forest
10 46 Forest
10 47 Forest
10 48 Desert
10 49 Desert
11 0 Ocean
11 1 Ocean
11 2 Ocean
11 3 Ocean
11 4 Ocean
11 5 Ocean
11 6 Ocean
11 7 Ocean
11 8 Ocean
11 9 Ocean
11 10 Ocean
11 11 Ocean
11 12 Ocean
11 13 Ocean
11 14 Ocean
11 15 Ocean
11 16 Ocean
11 17 Ocean
11 18 Ocean
11 19 Ocean
11 20 Forest
11 21 Forest
11 22 Forest
11 23 Forest
11 24 Forest
11 25 Forest
11 26 Forest
11 27 Forest
11 28 Forest
11 29 Forest
11 30 Forest
11 31 Forest
11 32 Forest
11 33 Forest
11 34 Forest
11 35 Forest
11 36 Forest
11 37 Forest
11 38 Forest
11 39 Forest
11 40 Forest
11 41 Forest
11 42 Forest
11 43 Forest
11 44 Forest
11 45 Forest
11 46 Desert
11 47 Forest
11 48 Desert
11 49 Desert
12 0 Ocean
12 1 Ocean
12 2 Ocean
12 3 Ocean
12 4 Ocean
12 5 Ocean
12 6 Ocean
12 7 Ocean
12 8 Ocean
12 9 Ocean
12 10 Ocean
12 11 Ocean
12 12 Ocean
12 13 Ocean
12 14 Ocean
12 15 Ocean
12 16 Ocean
12 17 Ocean
12 18 Ocean
12 19 Ocean
12 20 Forest
12 21 Forest
12 22 Forest
12 23 Forest
12 24 Forest
12 25 Forest
12 26 Forest
12 27 Forest
12 28 Forest
12 29 Forest
12 30 Forest
12 31 Forest
12 32 Forest
12 33 Forest
12 34 Forest
12 35 Forest
12 36 Forest
12 37 Forest
12 38 Forest
12 39 Forest
12 40 Forest
12 41 Forest
12 42 Forest
12 43 Forest
12 44 Forest
12 45 Desert
12 46 Desert
12 47 Desert
12 48 Desert
12 49 Desert
13 0 Ocean
13 1 Ocean
13 2 Ocean
13 3 Ocean
13 4 Ocean
13 5 Ocean
13 6 Ocean
13 7 Ocean
13 8 Ocean
13 9 Ocean
13 10 Ocean
13 11 Ocean
13 12 Ocean
13 13 Ocean
13 14 Ocean
13 15 Ocean
13 16 Ocean
13 17 Ocean
13 18 Ocean
13 19 Ocean
13 20 Ocean
13 21 Forest
13 22 Forest
13 23 Forest
13 24 Forest
13 25 Forest
13 26 Forest
13 27 Forest
13 28 Forest
13 29 Forest
13 30 Forest
13 31 Forest
13 32 Forest
13 33 Forest
13 34 Forest
13 35 Forest
13 36 Forest
13 37 Forest
13 38 Forest
13 39 Forest
13 40 Desert
13 41 Forest
13 42 Desert
13 43 Forest
13 44 Desert
13 45 Desert
13 46 Desert
13 47 Desert
13 48 Desert
13 49 Desert
14 0 Ocean
14 1 Ocean
14 2 Ocean
14 3 Ocean
14 4 Ocean
14 5 Ocean
14 6 Ocean
14 7 Ocean
14 8 Ocean
14 9 Ocean
14 10 Ocean
14 11 Ocean
14 12 Ocean
14 13 Ocean
14 14 Ocean
14 15 Ocean
14 16 Ocean
14 17 Ocean
14 18 Ocean
14 19 Forest
14 20 Forest
14 21 Forest
14 22 Forest
14 23 Forest
14 24 Forest
14 25 Forest
14 26 Forest
14 27 Forest
14 28 Forest
14 29 Forest
14 30 Forest
14 31 Forest
14 32 Forest
14 33 Forest
14 34 Forest
14 35 Forest
14 36 Forest
14 37 Forest
14 38 Forest
14 39 Forest
14 40 Desert
14 41 Desert
14 42 Desert
14 43 Desert
14 44 Desert
14 45 Desert
14 46 Desert
14 47 Desert
14 48 Desert
14 49 Desert
15 0 Ocean
15 1 Ocean
15 2 Ocean
15 3 Ocean
15 4 Ocean
15 5 Ocean
15 6 Ocean
15 7 Ocean
15 8 Ocean
15 9 Ocean
15 10 Ocean
15 11 Ocean
15 12 Ocean
15 13 Ocean
15 14 Ocean
15 15 Ocean
15 16 Ocean
15 17 Ocean
15 18 Forest
15 19 Forest
15 20 Forest
15 21 Forest
15 22 Forest
15 23 Forest
15 24 Forest
15 25 Forest
15 26 Forest
15 27 Forest
15 28 Forest
15 29 Forest
15 30 Forest
15 31 Forest
15 32 Forest
15 33 Forest
15 34 Forest
15 35 Forest
15 36 Forest
15 37 Forest
15 38 Forest
15 39 Desert
15 40 Desert
15 41 Desert
15 42 Desert
15 43 Desert
15 44 Desert
15 45 Desert
15 46 Desert
15 47 Desert
15 48 Desert
15 49 Desert
16 0 Ocean
16 1 Ocean
16 2 Ocean
16 3 Ocean
16 4 Ocean
16 5 Ocean
16 6 Ocean
16 7 Ocean
16 8 Ocean
16 9 Ocean
16 10 Ocean
16 11 Ocean
16 12 Ocean
16 13 Ocean
16 14 Ocean
16 15 Ocean
16 16 Ocean
16 17 Ocean
16 18 Desert
16 19 Desert
16 20 Desert
16 21 Forest
16 22 Forest
16 23 Forest
16 24 Forest
16 25 Forest
16 26 Forest
16 27 Forest
16 28 Forest
16 29 Forest
16 30 Forest
16 31 Forest
16 32 Forest
16 33 Forest
16 34 Forest
16 35 Forest
16 36 Desert
16 37 Forest
16 38 Desert
16 39 Desert
16 40 Desert
16 41 Desert
16 42 Desert
16 43 Desert
16 44 Desert
16 45 Desert
16 46 Desert
16 47 Desert
16 48 Desert
16 49 Desert
17 0 Ocean
17 1 Ocean
17 2 Ocean
17 3 Ocean
17 4 Ocean
17 5 Ocean
17 6 Ocean
17 7 Ocean
17 8 Ocean
17 9 Ocean
17 10 Ocean
17 11 Ocean
17 12 Ocean
17 13 Ocean
17 14 Ocean
17 15 Ocean
17 16 Desert
17 17 Desert
17 18 Desert
17 19 Desert
17 20 Desert
17 21 Desert
17 22 Desert
17 23 Desert
17 24 Desert
17 25 Forest
17 26 Desert
17 27 Forest
17 28 Desert
17 29 Forest
17 30 Forest
17 31 Forest
17 32 Forest
17 33 Forest
17 34 Desert
17 35 Desert
17 36 Desert
17 37 Desert
17 38 Desert
17 39 Desert
17 40 Desert
17 41 Desert
17 42 Desert
17 43 Desert
17 44 Desert
17 45 Desert
17 46 Desert
17 47 Desert
17 48 Desert
17 49 Desert
18 0 Ocean
18 1 Ocean
18 2 Ocean
18 3 Ocean
18 4 Ocean
18 5 Ocean
18 6 Ocean
18 7 Ocean
18 8 Ocean
18 9 Ocean
18 10 Ocean
18 11 Ocean
18 12 Ocean
18 13 Ocean
18 14 Ocean
18 15 Ocean
18 16 Desert
18 17 Desert
18 18 Desert
18 19 Desert
18 20 Desert
18 21 Desert
18 22 Desert
18 23 Desert
18 24 Desert
18 25 Desert
18 26 Desert
18 27 Desert
18 28 Desert
18 29 Desert
18 30 Desert
18 31 Desert
18 32 Desert
18 33 Desert
18 34 Desert
18 35 Desert
18 36 Desert
18 37 Desert
18 38 Desert
18 39 Desert
18 40 Desert
18 41 Desert
18 42 Desert
18 43 Desert
18 44 Desert
18 45 Desert
18 46 Desert
18 47 Desert
18 48 Desert
18 49 Desert
19 0 Ocean
19 1 Ocean
19 2 Ocean
19 3 Ocean
19 4 Ocean
19 5 Ocean
19 6 Ocean
19 7 Ocean
19 8 Ocean
19 9 Ocean
19 10 Ocean
19 11 Ocean
19 12 Ocean
19 13 Ocean
19 14 Ocean
19 15 Desert
19 16 Desert
19 17 Desert
19 18 Desert
19 19 Desert
19 20 Desert
19 21 Desert
19 22 Desert
19 23 Desert
19 24 Desert
19 25 Desert
19 26 Desert
19 27 Desert
19 28 Desert
19 29 Desert
19 30 Desert
19 31 Desert
19 32 Desert
19 33 Desert
19 34 Desert
19 35 Desert
19 36 Desert
19 37 Desert
19 38 Desert
19 39 Desert
19 40 Desert
19 41 Desert
19 42 Desert
19 43 Desert
19 44 Desert
19 45 Desert
19 46 Desert
19 47 Desert
19 48 Desert
19 49 Desert
20 0 Ocean
20 1 Ocean
20 2 Ocean
20 3 Ocean
20 4 Ocean
20 5 Ocean
20 6 Ocean
20 7 Ocean
20 8 Ocean
20 9 Ocean
20 10 Ocean
20 11 Ocean
20 12 Ocean
20 13 Ocean
20 14 Ocean
20 15 Desert
20 16 Desert
20 17 Desert
20 18 Desert
20 19 Desert
20 20 Desert
20 21 Desert
20 22 Desert
20 23 Desert
20 24 Desert
20 25 Desert
20 26 Desert
20 27 Desert
20 28 Desert
20 29 Desert
20 30 Desert
20 31 Desert
20 32 Desert
20 33 Desert
20 34 Desert
20 35 Desert
20 36 Desert
20 37 Desert
20 38 Desert
20 39 Desert
20 40 Desert
20 41 Desert
20 42 Desert
20 43 Desert
20 44 Desert
20 45 Desert
20 46 Desert
20 47 Desert
20 48 Desert
20 49 Desert
21 0 Ocean
21 1 Ocean
21 2 Ocean
21 3 Ocean
21 4 Ocean
21 5 Ocean
21 6 Ocean
21 7 Ocean
21 8 Ocean
21 9 Ocean
21 10 Ocean
21 11 Ocean
21 12 Ocean
21 13 Ocean
21 14 Desert
21 15 Desert
21 16 Desert
21 17 Desert
21 18 Desert
21 19 Desert
21 20 Desert
21 21 Desert
21 22 Desert
21 23 Desert
21 24 Desert
21 25 Desert
21 26 Desert
21 27 Desert
21 28 Desert
21 29 Desert
21 30 Desert
21 31 Desert
21 32 Desert
21 33 Desert
21 34 Desert
21 35 Desert
21 36 Desert
21 37 Desert
21 38 Desert
21 39 Desert
21 40 Desert
21 41 Desert
21 42 Desert
21 43 Desert
21 44 Desert
21 45 Desert
21 46 Desert
21 47 Desert
21 48 Desert
21 49 Desert
22 0 Ocean
22 1 Ocean
22 2 Ocean
22 3 Ocean
22 4 Ocean
22 5 Ocean
22 6 Ocean
22 7 Ocean
22 8 Ocean
22 9 Ocean
22 10 Ocean
22 11 Ocean
22 12 Ocean
22 13 Ocean
22 14 Desert
22 15 Desert
22 16 Desert
22 17 Desert
22 18 Desert
22 19 Desert
22 20 Desert
22 21 Desert
22 22 Desert
22 23 Desert
22 24 Desert
22 25 Desert
22 26 Desert
22 27 Desert
22 28 Desert
22 29 Desert
22 30 Desert
22 31 Desert
22 32 Desert
22 33 Desert
22 34 Desert
22 35 Desert
22 36 Desert
22 37 Desert
22 38 Desert
22 39 Desert
22 40 Desert
22 41 Desert
22 42 Desert
22 43 Desert
22 44 Desert
22 45 Desert
22 46 Desert
22 47 Desert
22 48 Desert
22 49 Desert
23 0 Ocean
23 1 Ocean
23 2 Ocean
23 3 Ocean
23 4 Ocean
23 5 Ocean
23 6 Ocean
23 7 Ocean
23 8 Ocean
23 9 Ocean
23 10 Ocean
23 11 Ocean
23 12 Desert
23 13 Ocean
23 14 Desert
23 15 Desert
23 16 Desert
23 17 Desert
23 18 Desert
23 19 Desert
23 20 Desert
23 21 Desert
23 22 Desert
23 23 Desert
23 24 Desert
23 25 Desert
23 26 Desert
23 27 Desert
23 28 Desert
23 29 Desert
23 30 Desert
23 31 Desert
23 32 Desert
23 33 Desert
23 34 Desert
23 35 Desert
23 36 Desert
23 37 Desert
23 38 Desert
23 39 Desert
23 40 Desert
23 41 Desert
23 42 Desert
23 43 Desert
23 44 Desert
23 45 Desert
23 46 Desert
23 47 Desert
23 48 Desert
23 49 Desert
24 0 Ocean
24 1 Ocean
24 2 Ocean
24 3 Ocean
24 4 Ocean
24 5 Ocean
24 6 Ocean
24 7 Ocean
24 8 Ocean
24 9 Desert
24 10 Desert
24 11 Desert
24 12 Desert
24 13 Desert
24 14 Desert
24 15 Desert
24 16 Desert
24 17 Desert
24 18 Desert
24 19 Desert
24 20 Desert
24 21 Desert
24 22 Desert
24 23 Desert
24 24 Desert
24 25 Desert
24 26 Desert
24 27 Desert
24 28 Desert
24 29 Desert
24 30 Desert
24 31 Desert
24 32 Desert
24 33 Desert
24 34 Desert
24 35 Desert
24 36 Desert
24 37 Desert
24 38 Desert
24 39 Desert
24 40 Desert
24 41 Desert
24 42 Desert
24 43 Desert
24 44 Desert
24 45 Desert
24 46 Desert
24 47 Desert
24 48 Desert
24 49 Desert
25 0 Ocean
25 1 Ocean
25 2 Ocean
25 3 Ocean
25 4 Ocean
25 5 Ocean
25 6 Ocean
25 7 Ocean
25 8 Desert
25 9 Desert
25 10 Desert
25 11 Desert
25 12 Desert
25 13 Desert
25 14 Desert
25 15 Desert
25 16 Desert
25 17 Desert
25 18 Desert
25 19 Desert
25 20 Desert
25 21 Desert
25 22 Desert
25 23 Desert
25 24 Desert
25 25 Desert
25 26 Desert
25 27 Desert
25 28 Desert
25 29 Desert
25 30 Desert
25 31 Desert
25 32 Desert
25 33 Desert
25 34 Desert
25 35 Desert
25 36 Desert
25 37 Desert
25 38 Desert
25 39 Desert
25 40 Desert
25 41 Desert
25 42 Desert
25 43 Desert
25 44 Desert
25 45 Desert
25 46 Desert
25 47 Desert
25 48 Desert
25 49 Desert
26 0 Ocean
26 1 Ocean
26 2 Ocean
26 3 Ocean
26 4 Ocean
26 5 Ocean
26 6 Desert
26 7 Desert
26 8 Desert
26 9 Desert
26 10 Desert
26 11 Desert
26 12 Desert
26 13 Desert
26 14 Desert
26 15 Desert
26 16 Desert
26 17 Desert
26 18 Desert
26 19 Desert
26 20 Desert
26 21 Desert
26 22 Desert
26 23 Desert
26 24 Desert
26 25 Desert
26 26 Desert
26 27 Desert
26 28 Desert
26 29 Desert
26 30 Desert
26 31 Desert
26 32 Desert
26 33 Desert
26 34 Desert
26 35 Desert
26 36 Desert
26 37 Desert
26 38 Desert
26 39 Desert
26 40 Desert
26 41 Desert
26 42 Desert
26 43 Desert
26 44 Desert
26 45 Desert
26 46 Desert
26 47 Desert
26 48 Desert
26 49 Desert
27 0 Ocean
27 1 Ocean
27 2 Ocean
27 3 Ocean
27 4 Ocean
27 5 Ocean
27 6 Desert
27 7 Desert
27 8 Desert
27 9 Desert
27 10 Desert
27 11 Desert
27 12 Desert
27 13 Desert
27 14 Desert
27 15 Desert
27 16 Desert
27 17 Desert
27 18 Desert
27 19 Desert
27 20 Desert
27 21 Desert
27 22 Desert
27 23 Desert
27 24 Desert
27 25 Desert
27 26 Desert
27 27 Desert
27 28 Desert
27 29 Desert
27 30 Desert
27 31 Desert
27 32 Desert
27 33 Desert
27 34 Desert
27 35 Desert
27 36 Desert
27 37 Desert
27 38 Desert
27 39 Desert
27 40 Desert
27 41 Desert
27 42 Desert
27 43 Desert
27 44 Desert
27 45 Desert
27 46 Desert
27 47 Desert
27 48 Desert
27 49 Desert
28 0 Ocean
28 1 Ocean
28 2 Desert
28 3 Ocean
28 4 Desert
28 5 Ocean
28 6 Desert
28 7 Desert
28 8 Desert
28 9 Desert
28 10 Desert
28 11 Desert
28 12 Desert
28 13 Desert
28 14 Desert
28 15 Desert
28 16 Desert
28 17 Desert
28 18 Desert
28 19 Desert
28 20 Desert
28 21 Desert
28 22 Desert
28 23 Desert
28 24 Desert
28 25 Desert
28 26 Desert
28 27 Desert
28 28 Desert
28 29 Desert
28 30 Desert
28 31 Desert
28 32 Desert
28 33 Desert
28 34 Desert
28 35 Desert
28 36 Desert
28 37 Desert
28 38 Desert
28 39 Desert
28 40 Desert
28 41 Desert
28 42 Desert
28 43 Desert
28 44 Desert
28 45 Desert
28 46 Desert
28 47 Desert
28 48 Desert
28 49 Desert
29 0 Ocean
29 1 Ocean
29 2 Desert
29 3 Desert
29 4 Desert
29 5 Desert
29 6 Desert
29 7 Desert
29 8 Desert
29 9 Desert
29 10 Desert
29 11 Desert
29 12 Desert
29 13 Desert
29 14 Desert
29 15 Desert
29 16 Desert
29 17 Desert
29 18 Desert
29 19 Desert
29 20 Desert
29 21 Desert
29 22 Desert
29 23 Desert
29 24 Desert
29 25 Desert
29 26 Desert
29 27 Desert
29 28 Desert
29 29 Desert
29 30 Desert
29 31 Desert
29 32 Desert
29 33 Desert
29 34 Desert
29 35 Desert
29 36 Desert
29 37 Desert
29 38 Desert
29 39 Desert
29 40 Desert
29 41 Desert
29 42 Desert
29 43 Desert
29 44 Desert
29 45 Desert
29 46 Desert
29 47 Desert
29 48 Desert
29 49 Desert
30 0 Ocean
30 1 Ocean
30 2 Desert
30 3 Desert
30 4 Desert
30 5 Desert
30 6 Desert
30 7 Desert
30 8 Desert
30 9 Desert
30 10 Desert
30 11 Desert
30 12 Desert
30 13 Desert
30 14 Desert
30 15 Desert
30 16 Desert
30 17 Desert
30 18 Desert
30 19 Desert
30 20 Desert
30 21 Desert
30 22 Desert
30 23 Desert
30 24 Desert
30 25 Desert
30 26 Desert
30 27 Desert
30 28 Desert
30 29 Desert
30 30 Desert
30 31 Desert
30 32 Desert
30 33 Desert
30 34 Desert
30 35 Desert
30 36 Desert
30 37 Desert
30 38 Desert
30 39 Desert
30 40 Desert
30 41 Desert
30 42 Desert
30 43 Desert
30 44 Desert
30 45 Desert
30 46 Desert
30 47 Desert
30 48 Desert
30 49 Desert
31 0 Desert
31 1 Desert
31 2 Desert
31 3 Desert
31 4 Desert
31 5 Desert
31 6 Desert
31 7 Desert
31 8 Desert
31 9 Desert
31 10 Desert
31 11 Desert
31 12 Desert
31 13 Desert
31 14 Desert
31 15 Desert
31 16 Desert
31 17 Desert
31 18 Desert
31 19 Desert
31 20 Desert
31 21 Desert
31 22 Desert
31 23 Desert
31 24 Desert
31 25 Desert
31 26 Desert
31 27 Desert
31 28 Desert
31 29 Desert
31 30 Desert
31 31 Desert
31 32 Desert
31 33 Desert
31 34 Desert
31 35 Desert
31 36 Desert
31 37 Desert
31 38 Desert
31 39 Desert
31 40 Desert
31 41 Desert
31 42 Desert
31 43 Desert
31 44 Desert
31 45 Desert
31 46 Desert
31 47 Desert
31 48 Desert
31 49 Desert
32 0 Desert
32 1 Desert
32 2 Desert
32 3 Desert
32 4 Desert
32 5 Desert
32 6 Desert
32 7 Desert
32 8 Desert
32 9 Desert
32 10 Desert
32 11 Desert
32 12 Desert
32 13 Desert
32 14 Desert
32 15 Desert
32 16 Desert
32 17 Desert
32 18 Desert
32 19 Desert
32 20 Desert
32 21 Desert
32 22 Desert
32 23 Desert
32 24 Desert
32 25 Desert
32 26 Desert
32 27 Desert
32 28 Desert
32 29 Desert
32 30 Desert
32 31 Desert
32 32 Desert
32 33 Desert
32 34 Desert
32 35 Desert
32 36 Desert
32 37 Desert
32 38 Desert
32 39 Desert
32 40 Desert
32 41 Desert
32 42 Desert
32 43 Desert
32 44 Desert
32 45 Desert
32 46 Desert
32 47 Desert
32 48 Desert
32 49 Desert
33 0 Desert
33 1 Desert
33 2 Desert
33 3 Desert
33 4 Desert
33 5 Desert
33 6 Desert
33 7 Desert
33 8 Desert
33 9 Desert
33 10 Desert
33 11 Desert
33 12 Desert
